,index,site_y,product,product_price,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,pred_useful
2585,1175,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Turbo Tax 2023 Worked Very Well,TWhale,"Although TT 2023 took a bit longer than anticipated to download on my old Dell laptop, the software worked perfectly from start to finish. The e-file and e-payment of tax due were easy too. All in all a very good package for retirees with income from Social Security, annuities, IRAs and stock/bond portfolios.",5,0,0.2617603878732848
2586,2401,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Able to read minutes,FFrank,I have had the unit for only several days but it is easy to operate,5,0,0.26170465397899373
2587,789,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,This product have a great camera,Loginshop23,"[This review was collected as part of a promotion.] I love my Samsung 22ultra , it take great pictures, love the high resolution, and I playing games Bixby is great,fingers printed login is quicker, I think this is one of the best phone",5,0,0.26159592435302237
2588,10328,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Cute and easy to put together,Sarai Grose,"Love the bookcase, it's cute and very easy to assemble. Great size.",5,0,0.2615021114449492
2589,4155,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Very Satisfied,PrinterUser,"The set up was easy enough. I have only printed two pages so far, and they came out just fine.",4,0,0.26148378840386055
2590,11517,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Saving money,Derrick Candy man,Hello and thanks love mines I dont have to buy ice every day I just buy two bags all week and thats a change on buying ice daily,5,0,0.2614814918627961
2591,11709,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Pay attention to the dimensions,Brandon R.,Pay attention to the dimensions as the exterior is quite a bit larger than the interior. But the cooler works very well. The weight is good not too heavy and very balanced,5,0,0.26144562619998696
2592,2282,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,great feations,calmone,"i have not used it much, but it works great and looks very nice on my counter",5,0,0.26139838596558895
2593,3008,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Windex is good product,member87fce,"Windex is good product for housewifes. When i am using Windex, my windows and/or mirrors are cleaning... Everyday i am using this product... The color of product is--blue.... The first i spray window and next clear... ",4,0,0.261366595091074
2594,2577,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great microwave,Torey,"This is one of the best gifts I've ever received. Looks great, works great and has nice features.",5,0,0.2611883908190787
2595,3758,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,New Printer,Newprinter,Printing is a little slow otherwise a good printer for the price.,4,0,0.2610912598844249
2596,6063,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,MS Office 365 via software download,NJGuy,"Ordered Office 365 from Best Buy and selected the product code email option.  This requires you to download for the site and only the product code is in the email.  It was quick to download and install.  Note, I had office 2013 which it uninstalled as you can't have two versions of office with 365.  Still learning all the updated features.  Purchasing online from Best Buy was a breezed.",5,0,0.2610009982985946
2597,2245,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Is absolutely much better than the previous micro.,Jillybean63,I love GE products.......haven't failed me yet! Buy it!,5,0,0.26096801771066647
2598,9002,amazon,Mario Kart 8 Deluxe - US Version,39.99,Love mario racing,Aja Dismore,It's mario and racing what's not to love,5,0,0.2609281840459975
2599,10269,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Love it!!,Kim,"Love this shelf, it was perfect for my nursery.",5,0,0.2609159317234489
2600,12109,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Great,Review,The product its self is good but when you have to set up the service you must activate with credit card and i got charged $100 for the sane service the next year.,4,0,0.260840184168328
2601,4018,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Good Show,GW01,"Very easy set up. Great for most home needs.
Does photos very well, (I am in graphics)",4,0,0.2607613166793927
2602,4245,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,New Home Printer,JackieB,"I'm very please with my new HP printer.  I wanted something simple, reasonably priced, and economical to use. I found all three in this printer. I would highly recommend it.  The ease of ordering and the timely delivery right to my door was very satisfactory.",5,0,0.26041832206115356
2603,2044,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great Features,CABCA,I like having a timer which works when I am cooking something. The buttons for different foods works perfectly.,5,0,0.2603298784489942
2604,1881,Target,"LG 65"" Class 4K UHD 2160p Smart OLED TV - OLED65C3",1599.99,Exceptional picture quality and priced right,gngm,"About a month in and this display performs brilliantly and has brilliant color, contrast, and response rate for an immersive experience consuming movies, TV, sports, and games. Would highly recommend. Hard to find anything quite like it at a similar price point, helped by cyberweek discounts.",5,0,0.2601847941571472
2605,905,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,Love the pictures,Love2takepicture,[This review was collected as part of a promotion.] I love using my phone for taking pictures it takes amazing pictures and has amazing zoom on it. I use it to take pictures of jobs I'm working on and have finished. I work construction building houses.,5,0,0.260156658014539
2606,2435,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Fits in space that I have.,daled,I bought this several months ago and am very happy with it.,5,0,0.2600847997810706
2607,6284,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Family Office Software,Jason,Really like the ability to share subscriptions.  More bang for your buck when you have multiple devices and family members. Having to repay every year is where they get ya.,4,0,0.2600167234595865
2608,6858,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Solid Office offering,leon,"research should be done to decide if this subscription based version of office is right for you. For my family it seems to work well, but this is the first year of it",4,0,0.259948530847965
2609,2528,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Terrific microwave!,213E,The previous owners installed this new for me when I moved in.,5,0,0.25991094587951014
2610,2532,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Love it,lindamar,I really enjoy it. It cooks evenly and in the time I set.,5,0,0.2598694234675351
2611,7061,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Office 365,Dorsey4,"180 is a line and 360 is a circle, Office 365 Home is a subscription built to help you and your household get things done.",4,0,0.2598682789741689
2612,4416,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Good for the price,ccarr22,The printer works pretty well but its hard to set up the printer to a wireless network.,4,0,0.25985815225710035
2613,6603,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Obviously the best,Dmoney559,"It does what it's supposed to do. Which has been done for the last 20 years. My only issue is the setup process. Username and passwords and setting up email on outlook is a juggernaut. Otherwise, it's great.",4,0,0.25981823673491633
2614,2059,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,simple features and too the point,Josiemo,very pleased. easy to use. always feel confident with GE products. my second one.,5,0,0.2597205004755825
2615,1860,Target,"LG 65"" Class 4K UHD 2160p Smart OLED TV - OLED65C3",1599.99,Brilliant clear picture,TiminFarmingtonHills,"[This review was collected as part of a promotion.] Brilliant picture with astonishing color palette. Sound is surprisingly good without a sound bar, but we still might get one. The remote control is intuitive and the best I've ever used. Thanks LG!",5,0,0.25967890036283503
2616,2301,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,MY WAVE,JACKLESNIP,WORKS GREAT FOR EVERYTHING I NEED IT TO DO. I USE IT MOSTLY FOR POPCORN,5,0,0.25960486916053716
2617,983,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Its good. I use it next year,11111Steven,I needed to override info on two forms because they were incorrect,4,0,0.2595478735498426
2618,2070,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Microwave,Ruml,I like it warms up food fast& also have another GE product works good.,5,0,0.2594672432742862
2619,4389,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,All in one,Shilohlo,Easily connects to our electronic devices but there were issues with the color ink cartridge which came with the printer.,4,0,0.25942571829864436
2620,3751,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,HP Printer Deskjet 2788,DragonLady,Easy to set up. My husband and I share this printer and we haven't had any issues with doing so.,4,0,0.25942571829864436
2621,2054,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great!,Nan in NJ,Just the right size. Useful features. Nice unit. Works great! Quick delivery. Good price.,5,0,0.2593692636792111
2622,2198,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great Features,Sjedwards,Bought a new one same as before but updated love it,5,0,0.25934561142967366
2623,11707,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Great competitor for 1/3 price,Maxamilian T.,"Keeps my drinks cold even After three 90 degree days! Love the look and the sturdiness. Weight wise, its not too heavy once full either. The cup holders and the ruler on top are nice features as well.",5,0,0.2593059499040404
2624,4169,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Awesome printer!,GirlDad92,"So far so good! Good little printer, not very expensive. The AirPrint is super convenient and great.",4,0,0.2592570070173047
2625,7806,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Nice and Free,PonkeSalgado,Nice free product offered by Microsoft. Sad that needs a yearly subscription.,3,0,0.2592420617389047
2626,2609,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,I Really Like It,Tammy46,"I purchased this 6 months ago, it is a great appliance.",5,0,0.2591993072908855
2627,4001,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Good afforable printer,Christina,Got this printer for basic home use. So far so good. Set up was easy,4,0,0.2591218108144594
2628,11457,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,3 days ice so far,B. McCauley,Good so far. Had the cooler about a week. Use it to transport food for a hunting lodge and ice packs have stayed frozen for 3 days as that as long as I have needed to keep cold so far.,5,0,0.25902313335683147
2629,2383,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,easy to read buttons,Betty Boop12,I just bought this and love it. Have had GE Appliance's befor and have always been happy with them,5,0,0.25898220706971925
